ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC6603NI2049,Count,PERSONS,"Females, Aged 65 to 74, 33.Protective service occupations, Full-time hours worked per week: Total"
DC6603NI2050,Count,PERSONS,"Females, Aged 65 to 74, 33.Protective service occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2051,Count,PERSONS,"Females, Aged 65 to 74, 33.Protective service occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI2052,Count,PERSONS,"Females, Aged 65 to 74, 34.Culture, media and sports occupations, All usual residents aged 16 to 74"
DC6603NI2053,Count,PERSONS,"Females, Aged 65 to 74, 34.Culture, media and sports occupations, Part-time hours worked per week: Total"
DC6603NI2054,Count,PERSONS,"Females, Aged 65 to 74, 34.Culture, media and sports occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI2055,Count,PERSONS,"Females, Aged 65 to 74, 34.Culture, media and sports occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2056,Count,PERSONS,"Females, Aged 65 to 74, 34.Culture, media and sports occupations, Full-time hours worked per week: Total"
DC6603NI2057,Count,PERSONS,"Females, Aged 65 to 74, 34.Culture, media and sports occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2058,Count,PERSONS,"Females, Aged 65 to 74, 34.Culture, media and sports occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI2059,Count,PERSONS,"Females, Aged 65 to 74, 35.Business and public service associate professionals, All usual residents aged 16 to 74"
DC6603NI2060,Count,PERSONS,"Females, Aged 65 to 74, 35.Business and public service associate professionals, Part-time hours worked per week: Total"
DC6603NI2061,Count,PERSONS,"Females, Aged 65 to 74, 35.Business and public service associate professionals, Part-time hours worked per week: 15 hours or less"
DC6603NI2062,Count,PERSONS,"Females, Aged 65 to 74, 35.Business and public service associate professionals, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2063,Count,PERSONS,"Females, Aged 65 to 74, 35.Business and public service associate professionals, Full-time hours worked per week: Total"
DC6603NI2064,Count,PERSONS,"Females, Aged 65 to 74, 35.Business and public service associate professionals, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2065,Count,PERSONS,"Females, Aged 65 to 74, 35.Business and public service associate professionals, Full-time hours worked per week: 49 or more hours"
DC6603NI2066,Count,PERSONS,"Females, Aged 65 to 74, 4.Administrative and secretarial occupations, All usual residents aged 16 to 74"
DC6603NI2067,Count,PERSONS,"Females, Aged 65 to 74, 4.Administrative and secretarial occupations, Part-time hours worked per week: Total"
DC6603NI2068,Count,PERSONS,"Females, Aged 65 to 74, 4.Administrative and secretarial occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI2069,Count,PERSONS,"Females, Aged 65 to 74, 4.Administrative and secretarial occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2070,Count,PERSONS,"Females, Aged 65 to 74, 4.Administrative and secretarial occupations, Full-time hours worked per week: Total"
DC6603NI2071,Count,PERSONS,"Females, Aged 65 to 74, 4.Administrative and secretarial occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2072,Count,PERSONS,"Females, Aged 65 to 74, 4.Administrative and secretarial occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI2073,Count,PERSONS,"Females, Aged 65 to 74, 41.Administrative occupations, All usual residents aged 16 to 74"
DC6603NI2074,Count,PERSONS,"Females, Aged 65 to 74, 41.Administrative occupations, Part-time hours worked per week: Total"
DC6603NI2075,Count,PERSONS,"Females, Aged 65 to 74, 41.Administrative occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI2076,Count,PERSONS,"Females, Aged 65 to 74, 41.Administrative occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2077,Count,PERSONS,"Females, Aged 65 to 74, 41.Administrative occupations, Full-time hours worked per week: Total"
DC6603NI2078,Count,PERSONS,"Females, Aged 65 to 74, 41.Administrative occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2079,Count,PERSONS,"Females, Aged 65 to 74, 41.Administrative occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI2080,Count,PERSONS,"Females, Aged 65 to 74, 42.Secretarial and related occupations, All usual residents aged 16 to 74"
DC6603NI2081,Count,PERSONS,"Females, Aged 65 to 74, 42.Secretarial and related occupations, Part-time hours worked per week: Total"
DC6603NI2082,Count,PERSONS,"Females, Aged 65 to 74, 42.Secretarial and related occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI2083,Count,PERSONS,"Females, Aged 65 to 74, 42.Secretarial and related occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2084,Count,PERSONS,"Females, Aged 65 to 74, 42.Secretarial and related occupations, Full-time hours worked per week: Total"
DC6603NI2085,Count,PERSONS,"Females, Aged 65 to 74, 42.Secretarial and related occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2086,Count,PERSONS,"Females, Aged 65 to 74, 42.Secretarial and related occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI2087,Count,PERSONS,"Females, Aged 65 to 74, 5.Skilled trades occupations, All usual residents aged 16 to 74"
DC6603NI2088,Count,PERSONS,"Females, Aged 65 to 74, 5.Skilled trades occupations, Part-time hours worked per week: Total"
DC6603NI2089,Count,PERSONS,"Females, Aged 65 to 74, 5.Skilled trades occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI2090,Count,PERSONS,"Females, Aged 65 to 74, 5.Skilled trades occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2091,Count,PERSONS,"Females, Aged 65 to 74, 5.Skilled trades occupations, Full-time hours worked per week: Total"
DC6603NI2092,Count,PERSONS,"Females, Aged 65 to 74, 5.Skilled trades occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2093,Count,PERSONS,"Females, Aged 65 to 74, 5.Skilled trades occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI2094,Count,PERSONS,"Females, Aged 65 to 74, 51.Skilled agricultural and related trades, All usual residents aged 16 to 74"
DC6603NI2095,Count,PERSONS,"Females, Aged 65 to 74, 51.Skilled agricultural and related trades, Part-time hours worked per week: Total"
DC6603NI2096,Count,PERSONS,"Females, Aged 65 to 74, 51.Skilled agricultural and related trades, Part-time hours worked per week: 15 hours or less"
DC6603NI2097,Count,PERSONS,"Females, Aged 65 to 74, 51.Skilled agricultural and related trades, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2098,Count,PERSONS,"Females, Aged 65 to 74, 51.Skilled agricultural and related trades, Full-time hours worked per week: Total"
DC6603NI2099,Count,PERSONS,"Females, Aged 65 to 74, 51.Skilled agricultural and related trades, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2100,Count,PERSONS,"Females, Aged 65 to 74, 51.Skilled agricultural and related trades, Full-time hours worked per week: 49 or more hours"
DC6603NI2101,Count,PERSONS,"Females, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, All usual residents aged 16 to 74"
DC6603NI2102,Count,PERSONS,"Females, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, Part-time hours worked per week: Total"
DC6603NI2103,Count,PERSONS,"Females, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, Part-time hours worked per week: 15 hours or less"
DC6603NI2104,Count,PERSONS,"Females, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2105,Count,PERSONS,"Females, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, Full-time hours worked per week: Total"
DC6603NI2106,Count,PERSONS,"Females, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2107,Count,PERSONS,"Females, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, Full-time hours worked per week: 49 or more hours"
DC6603NI2108,Count,PERSONS,"Females, Aged 65 to 74, 53.Skilled construction and building trades, All usual residents aged 16 to 74"
DC6603NI2109,Count,PERSONS,"Females, Aged 65 to 74, 53.Skilled construction and building trades, Part-time hours worked per week: Total"
DC6603NI2110,Count,PERSONS,"Females, Aged 65 to 74, 53.Skilled construction and building trades, Part-time hours worked per week: 15 hours or less"
DC6603NI2111,Count,PERSONS,"Females, Aged 65 to 74, 53.Skilled construction and building trades, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2112,Count,PERSONS,"Females, Aged 65 to 74, 53.Skilled construction and building trades, Full-time hours worked per week: Total"
DC6603NI2113,Count,PERSONS,"Females, Aged 65 to 74, 53.Skilled construction and building trades, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2114,Count,PERSONS,"Females, Aged 65 to 74, 53.Skilled construction and building trades, Full-time hours worked per week: 49 or more hours"
DC6603NI2115,Count,PERSONS,"Females, Aged 65 to 74, 54.Textiles, printing and other skilled trades, All usual residents aged 16 to 74"
DC6603NI2116,Count,PERSONS,"Females, Aged 65 to 74, 54.Textiles, printing and other skilled trades, Part-time hours worked per week: Total"
DC6603NI2117,Count,PERSONS,"Females, Aged 65 to 74, 54.Textiles, printing and other skilled trades, Part-time hours worked per week: 15 hours or less"
DC6603NI2118,Count,PERSONS,"Females, Aged 65 to 74, 54.Textiles, printing and other skilled trades, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2119,Count,PERSONS,"Females, Aged 65 to 74, 54.Textiles, printing and other skilled trades, Full-time hours worked per week: Total"
DC6603NI2120,Count,PERSONS,"Females, Aged 65 to 74, 54.Textiles, printing and other skilled trades, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2121,Count,PERSONS,"Females, Aged 65 to 74, 54.Textiles, printing and other skilled trades, Full-time hours worked per week: 49 or more hours"
DC6603NI2122,Count,PERSONS,"Females, Aged 65 to 74, 6.Caring, leisure and other service occupations, All usual residents aged 16 to 74"
DC6603NI2123,Count,PERSONS,"Females, Aged 65 to 74, 6.Caring, leisure and other service occupations, Part-time hours worked per week: Total"
DC6603NI2124,Count,PERSONS,"Females, Aged 65 to 74, 6.Caring, leisure and other service occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI2125,Count,PERSONS,"Females, Aged 65 to 74, 6.Caring, leisure and other service occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2126,Count,PERSONS,"Females, Aged 65 to 74, 6.Caring, leisure and other service occupations, Full-time hours worked per week: Total"
DC6603NI2127,Count,PERSONS,"Females, Aged 65 to 74, 6.Caring, leisure and other service occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2128,Count,PERSONS,"Females, Aged 65 to 74, 6.Caring, leisure and other service occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI2129,Count,PERSONS,"Females, Aged 65 to 74, 61.Caring personal service occupations, All usual residents aged 16 to 74"
DC6603NI2130,Count,PERSONS,"Females, Aged 65 to 74, 61.Caring personal service occupations, Part-time hours worked per week: Total"
DC6603NI2131,Count,PERSONS,"Females, Aged 65 to 74, 61.Caring personal service occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI2132,Count,PERSONS,"Females, Aged 65 to 74, 61.Caring personal service occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2133,Count,PERSONS,"Females, Aged 65 to 74, 61.Caring personal service occupations, Full-time hours worked per week: Total"
DC6603NI2134,Count,PERSONS,"Females, Aged 65 to 74, 61.Caring personal service occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2135,Count,PERSONS,"Females, Aged 65 to 74, 61.Caring personal service occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI2136,Count,PERSONS,"Females, Aged 65 to 74, 62.Leisure, travel and related personal service occupations, All usual residents aged 16 to 74"
DC6603NI2137,Count,PERSONS,"Females, Aged 65 to 74, 62.Leisure, travel and related personal service occupations, Part-time hours worked per week: Total"
DC6603NI2138,Count,PERSONS,"Females, Aged 65 to 74, 62.Leisure, travel and related personal service occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI2139,Count,PERSONS,"Females, Aged 65 to 74, 62.Leisure, travel and related personal service occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2140,Count,PERSONS,"Females, Aged 65 to 74, 62.Leisure, travel and related personal service occupations, Full-time hours worked per week: Total"
DC6603NI2141,Count,PERSONS,"Females, Aged 65 to 74, 62.Leisure, travel and related personal service occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2142,Count,PERSONS,"Females, Aged 65 to 74, 62.Leisure, travel and related personal service occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI2143,Count,PERSONS,"Females, Aged 65 to 74, 7.Sales and customer service occupations, All usual residents aged 16 to 74"
DC6603NI2144,Count,PERSONS,"Females, Aged 65 to 74, 7.Sales and customer service occupations, Part-time hours worked per week: Total"
DC6603NI2145,Count,PERSONS,"Females, Aged 65 to 74, 7.Sales and customer service occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI2146,Count,PERSONS,"Females, Aged 65 to 74, 7.Sales and customer service occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2147,Count,PERSONS,"Females, Aged 65 to 74, 7.Sales and customer service occupations, Full-time hours worked per week: Total"
DC6603NI2148,Count,PERSONS,"Females, Aged 65 to 74, 7.Sales and customer service occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI2149,Count,PERSONS,"Females, Aged 65 to 74, 7.Sales and customer service occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI2150,Count,PERSONS,"Females, Aged 65 to 74, 71.Sales occupations, All usual residents aged 16 to 74"
DC6603NI2151,Count,PERSONS,"Females, Aged 65 to 74, 71.Sales occupations, Part-time hours worked per week: Total"
DC6603NI2152,Count,PERSONS,"Females, Aged 65 to 74, 71.Sales occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI2153,Count,PERSONS,"Females, Aged 65 to 74, 71.Sales occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI2154,Count,PERSONS,"Females, Aged 65 to 74, 71.Sales occupations, Full-time hours worked per week: Total"
DC6603NI2155,Count,PERSONS,"Females, Aged 65 to 74, 71.Sales occupations, Full-time hours worked per week: 31 to 48 hours"
